('yazılı', 'soru', 'önergesi'),18794.0,8.212189447164741e-13
('say', 'ba', 'kan'),18572.0,8.115189922968382e-13
('türkiye', 'büyük', 'millet'),15790.0,6.89963732695815e-13
('başkanlığa', 'geliş', 'tarihi'),15364.0,6.713503104851622e-13
('kabul', 'edenler', 'kabul'),15138.0,6.614755841480554e-13
('edenler', 'kabul', 'etmeyenler'),15127.0,6.609949558750104e-13
('önergesi', 'başkanlığa', 'geliş'),14050.0,6.139370785959659e-13
('soru', 'önergesi', 'başkanlığa'),13250.0,5.789822951017823e-13
('bakanından', 'yazılı', 'soru'),13172.0,5.755742037110994e-13
('sunuyorum', 'kabul', 'edenler'),12880.0,5.628157077357225e-13
