('sayın', 'başkan'),27219.0, 0.002126136884502939
('sıralarından', 'alkışlar'),18196.0, 0.0014213302013452176
('büyük', 'millet'),18005.0, 0.0014064107647406377
('türkiye', 'büyük'),17929.0, 0.0014004742349922185
('değerli', 'milletvekilleri'),17827.0, 0.0013925067871719717
('soru', 'önergesi'),17528.0, 0.0013691512293459538
('başkan', 'sayın'),15317.0, 0.001196445081007073
('millet', 'meclisi'),13174.0, 0.0010290505645483567
('yazılı', 'soru'),11618.0, 0.0009075079291728258
('başkanlığa', 'geliş'),11238.0, 0.0008778252804307296
